id,titulo,empresa,ciudad,modalidad,experiencia,lenguajes,salario,tipo_contrato,fecha_publicacion,vacantes
4494,Data Analyst,Sura,Barranquilla,remoto,junior,"TensorFlow, Pandas",2573720.0,Freelance,2026-01-14,4
4495,Software Developer,Davivienda,Bogotá,Hibrido,Junior,"R, Pandas, Azure, Excel, TensorFlow",3043681.0,Temporal,2025-05-11,9
4496,Ingeniero de Datos,IBM,Cartagena,Hibrido,junior,"React, Python, Java",,Contrato,2024-07-02,8
4497,Analista de Datos,Rappi,Cartagena,remoto,Senior,"R, Azure, Java, Docker, SQL",9134649.0,Freelance,2025-09-03,4
4498,BI Analyst,Claro,Bogotá,Remoto,semi senior,"Python, Node.js, SQL, Excel, Docker",5008468.0,Temporal,2025-10-18,8
4499,Frontend Developer,TechNova,Cali,Remoto,semi senior,"SQL, Python",4960152.0,indefinido,2024-09-16,3
4500,Ingeniero de Datos,Globant,Bogotá,Hibrido,Semi-Senior,"Azure, AWS",5283667.0,Contrato,2025-06-28,6
4501,Data Scientist,Teleperformance,Bogotá,remoto,junior,"AWS, Docker, R, SQL, Power BI, Pandas",3910932.0,Contrato,2025-01-20,5
4502,Data Scientist,Accenture,Cali,Híbrido,Senior,"Python, JavaScript, Java, React, Azure, Power BI",10165885.0,Temporal,2024-05-20,8
4503,Full Stack Developer,CodeLab,Bogotá,Híbrido,junior,"Python, R",3800892.0,Contrato,2024-11-30,1
4504,Analista de Datos,Teleperformance,Cali,Remoto,Semi-Senior,"Azure, AWS, Power BI, R",5180096.0,indefinido,2025-08-23,10
4505,Frontend Developer,TechNova,bogota,Presencial,Senior,"AWS, Power BI, JavaScript, React, TensorFlow, Java",10001340.0,Freelance,2024-09-16,4
4506,BI Analyst,Accenture,Medellín,Presencial,semi senior,"Python, Excel, Java, Node.js, JavaScript, TensorFlow",4390073.0,Freelance,2025-02-17,5
4507,BI Analyst,Rappi,Remoto,Remoto,Semi-Senior,"Pandas, Docker, AWS",5892173.0,indefinido,2025-04-24,1
4508,Software Developer,Sura,bogota,remoto,semi senior,"Java, AWS, TensorFlow, Tableau",5427059.0,Temporal,2024-07-23,2
4509,Data Analyst,Bancolombia,Cartagena,Hibrido,semi senior,"Excel, TensorFlow, React, Python",5881742.0,Temporal,2025-07-01,8
4510,Ingeniero de Datos,DataSoft,Medellín,Presencial,semi senior,"Excel, Azure, Java, JavaScript",4874477.0,Indefinido,2025-12-20,3
4511,Software Developer,Accenture,Bogotá,Remoto,Junior,"Tableau, Power BI, TensorFlow, Python, Node.js",3827512.0,Indefinido,2025-05-15,7
4512,Full Stack Developer,Bancolombia,Bucaramanga,remoto,junior,"Docker, React, Tableau, Node.js, Pandas, Excel",3273300.0,Freelance,2025-02-09,9
4513,Full Stack Developer,DataSoft,Bogotá,Presencial,Semi-Senior,"Node.js, Azure, R",5898328.0,Freelance,2024-11-09,6
4514,Ingeniero de Datos,Accenture,Bogotá,Hibrido,Junior,"Node.js, Power BI, Java, Docker, AWS, JavaScript",4126361.0,Indefinido,2024-10-10,5
4515,Analista de Datos,Rappi,Cali,Hibrido,Senior,"Python, Excel, React, TensorFlow, Power BI",8097584.0,Temporal,2025-02-02,2
4516,BI Analyst,Teleperformance,Medellín,Hibrido,Senior,"Python, Tableau, Docker",9205802.0,Indefinido,2025-04-16,5
4517,Frontend Developer,Rappi,Cartagena,Presencial,semi senior,"Power BI, Python, SQL, R, Azure, Node.js",4692015.0,Indefinido,2024-07-17,3
4518,Machine Learning Engineer,Rappi,Barranquilla,remoto,semi senior,"Pandas, TensorFlow, JavaScript, R, AWS, SQL",4380971.0,indefinido,2025-07-16,9
4519,Data Analyst,IBM,Cartagena,Híbrido,Junior,"AWS, TensorFlow, JavaScript, Excel, R",4583502.0,indefinido,2025-04-15,3
4520,BI Analyst,Claro,Remoto,remoto,Junior,"R, Azure, Pandas, Python, AWS, TensorFlow",4369654.0,Contrato,2025-11-04,6
4521,Ingeniero de Datos,DataSoft,Bogotá,Híbrido,Senior,"Java, TensorFlow, R, Tableau",,Contrato,2024-09-12,8
4522,Full Stack Developer,Mercado Libre,Bucaramanga,Remoto,Semi-Senior,"SQL, JavaScript, Excel, Azure, Tableau",5856570.0,Contrato,2025-12-05,4
4523,Machine Learning Engineer,CodeLab,Cali,Presencial,Semi-Senior,"Power BI, TensorFlow, SQL, Pandas, JavaScript",5951348.0,Temporal,2024-11-07,7
4524,Backend Developer,DataSoft,bogota,Presencial,Senior,"Tableau, Node.js",8654741.0,Contrato,2024-06-09,8
4525,BI Analyst,TechNova,Cartagena,Remoto,Semi-Senior,"SQL, JavaScript, Power BI, Python, Docker",,indefinido,2024-12-19,7
4526,Software Developer,Bancolombia,Bucaramanga,remoto,Senior,"Python, Azure",,indefinido,2025-07-25,4
4527,Machine Learning Engineer,IBM,bogota,remoto,Senior,"Azure, Excel, Tableau, Node.js, Java",7941449.0,Contrato,2024-09-29,6
4528,Data Scientist,Sura,Bucaramanga,Remoto,Senior,"JavaScript, Tableau, AWS",,Temporal,2026-01-05,8
4529,Machine Learning Engineer,TechNova,Cali,remoto,Senior,"AWS, Excel",8095920.0,Freelance,2025-03-15,7
4530,BI Analyst,Davivienda,Remoto,Híbrido,Senior,"Docker, Pandas, Power BI",9428662.0,Contrato,2025-11-15,6
4531,Software Developer,TechNova,medellin,Hibrido,Senior,"Python, Java, AWS, JavaScript",7935370.0,Temporal,2025-05-16,10
4532,Full Stack Developer,TechNova,Cali,Híbrido,junior,"R, Java, Power BI, Pandas",2656636.0,Indefinido,2026-01-05,10
4533,Analista de Datos,Claro,Barranquilla,Hibrido,Senior,"JavaScript, Docker, Tableau, Power BI",8248377.0,Indefinido,2025-02-05,2
4534,BI Analyst,Globant,Cartagena,Híbrido,semi senior,"Power BI, AWS, TensorFlow, React, Excel",5800564.0,indefinido,2025-09-28,9
4535,BI Analyst,Mercado Libre,Bucaramanga,Hibrido,Senior,"Azure, Docker, Node.js",8291830.0,Temporal,2026-01-13,5
4536,BI Analyst,DataSoft,Barranquilla,Hibrido,Senior,"Azure, React, Docker",8716004.0,Freelance,2024-10-11,5
4537,Backend Developer,Teleperformance,Cartagena,Hibrido,Senior,"AWS, JavaScript, Python",10140919.0,Indefinido,2024-06-10,5
4538,Software Developer,Globant,medellin,remoto,junior,"TensorFlow, Docker, Pandas, React, Node.js",3393786.0,Contrato,2024-06-22,4
4539,BI Analyst,CodeLab,bogota,Remoto,Senior,"Tableau, Excel, JavaScript",8227244.0,Indefinido,2024-12-14,6
4540,Data Scientist,Davivienda,Remoto,Remoto,junior,"Tableau, AWS, Node.js",2304677.0,Contrato,2025-03-05,3
4541,Frontend Developer,DataSoft,medellin,remoto,Junior,"Power BI, Tableau, SQL",2916698.0,Temporal,2024-11-03,2
4542,Data Scientist,Accenture,Remoto,remoto,Senior,"Docker, SQL, React",,Indefinido,2025-01-21,7
4543,Ingeniero de Datos,IBM,Remoto,Híbrido,Semi-Senior,"React, TensorFlow, Node.js, AWS, Docker",5575393.0,Indefinido,2025-04-07,9
4544,Full Stack Developer,IBM,Remoto,Hibrido,Semi-Senior,"React, Pandas, Azure, Excel, TensorFlow",6389319.0,Contrato,2024-09-22,8
4545,Full Stack Developer,Claro,Bucaramanga,remoto,Junior,"SQL, Power BI, Tableau, Docker, Pandas",3031515.0,indefinido,2025-06-23,3
4546,Backend Developer,Teleperformance,medellin,Remoto,Senior,"TensorFlow, Excel, Java, R",10009821.0,Indefinido,2026-01-12,10
4547,BI Analyst,Rappi,Cartagena,Presencial,Semi-Senior,"Java, AWS",5092330.0,Freelance,2024-11-21,3
4548,Analista de Datos,Claro,Cali,Híbrido,Senior,"SQL, R",8080539.0,Indefinido,2024-10-05,9
4549,Data Analyst,IBM,Bogotá,remoto,Junior,"SQL, Tableau, Docker, React",3842955.0,Contrato,2026-04-16,8
4550,Full Stack Developer,Davivienda,Barranquilla,Hibrido,junior,"Java, Azure, SQL, Docker, AWS, Power BI",2066150.0,Temporal,2024-10-24,4
4551,Frontend Developer,Davivienda,Barranquilla,Híbrido,junior,"R, Docker, Python",3645964.0,Temporal,2025-04-10,2
4552,Analista de Datos,CodeLab,Medellín,Presencial,Junior,"JavaScript, TensorFlow, Power BI, Tableau",2589415.0,indefinido,2025-09-26,10
4553,Frontend Developer,Mercado Libre,bogota,Remoto,semi senior,"AWS, Azure, Docker, Tableau, TensorFlow, Python",5772158.0,Freelance,2026-04-11,7
4554,Backend Developer,Globant,Medellín,Presencial,semi senior,"R, Node.js, Java",4446012.0,Temporal,2024-11-12,6
4555,Software Developer,Claro,medellin,Híbrido,Senior,"AWS, Power BI, Tableau",9435765.0,Contrato,2025-02-22,9
4556,Software Developer,Claro,Medellín,Remoto,junior,"Pandas, JavaScript, TensorFlow, Azure",2524857.0,Contrato,2025-02-26,4
4557,Data Analyst,Accenture,Bogotá,Presencial,Semi-Senior,"AWS, Java, React, Excel, Pandas",6569798.0,Temporal,2025-10-01,10
4558,Backend Developer,Sura,bogota,Presencial,Senior,"Azure, Excel, AWS, SQL, TensorFlow, React",10247316.0,Temporal,2024-10-09,6
4559,Frontend Developer,Claro,bogota,Híbrido,Junior,"Node.js, Excel, Python, React, TensorFlow",4440086.0,Indefinido,2024-06-07,2
4560,Software Developer,Teleperformance,medellin,Híbrido,Semi-Senior,"Node.js, Excel, TensorFlow",6305534.0,indefinido,2025-01-23,10
4561,Analista de Datos,Teleperformance,Bucaramanga,Presencial,Junior,"AWS, Pandas",2232659.0,Contrato,2025-02-09,7
4562,Ingeniero de Datos,Claro,Bogotá,Híbrido,Junior,"TensorFlow, Pandas",2739872.0,Indefinido,2024-06-03,5
4563,Machine Learning Engineer,Globant,Medellín,Híbrido,Junior,"Pandas, TensorFlow, JavaScript, Power BI",,Indefinido,2026-02-19,5
4564,Backend Developer,Mercado Libre,Medellín,Remoto,Semi-Senior,"Python, R, Tableau, JavaScript, Java",5047108.0,Freelance,2026-04-05,5
4565,Data Scientist,Teleperformance,Remoto,Hibrido,semi senior,"Excel, React, SQL, Pandas, Tableau, Azure",4736320.0,Indefinido,2025-10-13,10
4566,Analista de Datos,DataSoft,Cali,Remoto,Junior,"SQL, Tableau, Pandas, Power BI",2915864.0,Freelance,2024-12-19,10
4567,Software Developer,Globant,Medellín,remoto,Senior,"AWS, Power BI, Python",9875838.0,indefinido,2024-10-24,1
4568,Ingeniero de Datos,Globant,Remoto,Presencial,Junior,"Docker, Azure, Pandas, Java",3328265.0,Temporal,2024-12-18,10
4569,BI Analyst,Rappi,Cali,Remoto,Senior,"Pandas, JavaScript, React",9013865.0,Indefinido,2024-06-10,10
4570,Analista de Datos,Rappi,Bogotá,Presencial,junior,"R, Java",,Temporal,2025-10-17,3
4571,Machine Learning Engineer,Claro,medellin,Hibrido,Senior,"Docker, JavaScript, Pandas",8067598.0,Indefinido,2025-12-03,5
4572,Analista de Datos,Davivienda,Bucaramanga,Remoto,semi senior,"Power BI, JavaScript, Node.js, TensorFlow",5447824.0,Contrato,2025-09-12,10
4573,BI Analyst,CodeLab,Cartagena,Remoto,Semi-Senior,"Python, Azure, R, Pandas",5450997.0,Indefinido,2024-12-01,10
4574,Data Scientist,DataSoft,Remoto,remoto,Semi-Senior,"SQL, Pandas, Python, Java, Node.js, React",5916482.0,Contrato,2024-11-02,8
4575,Machine Learning Engineer,InnovaTech,Remoto,Hibrido,Junior,"Excel, SQL, Node.js, R",3101452.0,Indefinido,2025-12-17,5
4576,Machine Learning Engineer,TechNova,medellin,Hibrido,Semi-Senior,"React, Python, Azure",5395687.0,Temporal,2026-02-19,6
4577,Software Developer,DataSoft,medellin,Remoto,semi senior,"Tableau, Node.js, AWS, Java",4232829.0,Temporal,2025-06-08,8
4578,Analista de Datos,Claro,medellin,remoto,Junior,"Java, AWS, SQL, Excel, Python",2316750.0,indefinido,2024-12-07,5
4579,Machine Learning Engineer,IBM,medellin,Remoto,semi senior,"Tableau, JavaScript",3920592.0,Temporal,2025-02-12,5
4580,Data Analyst,Davivienda,Bogotá,Remoto,Junior,"TensorFlow, Pandas, SQL, JavaScript",2334000.0,indefinido,2024-06-10,2
4581,Full Stack Developer,Claro,Bucaramanga,Presencial,Semi-Senior,"SQL, Tableau, Python, AWS, TensorFlow",4622137.0,Indefinido,2024-09-11,3
4582,Analista de Datos,Bancolombia,Bucaramanga,Presencial,Semi-Senior,"Docker, SQL, Python, TensorFlow, React, JavaScript",4679653.0,Temporal,2026-02-06,10
4583,Data Scientist,Bancolombia,medellin,remoto,junior,"Power BI, SQL, JavaScript, AWS",2910178.0,Indefinido,2025-03-18,2
4584,Software Developer,Sura,Medellín,remoto,Junior,"SQL, R, Excel",4400269.0,Contrato,2025-07-25,2
4585,Data Analyst,Teleperformance,Remoto,Presencial,Junior,"Node.js, Java, Excel, JavaScript",2337069.0,Temporal,2024-05-30,7
4586,Full Stack Developer,Claro,Medellín,Remoto,Junior,"Azure, AWS, Power BI, TensorFlow, React",2666510.0,Indefinido,2025-10-27,2
4587,Data Scientist,Accenture,bogota,Hibrido,Junior,"Java, TensorFlow, Python",3390894.0,Contrato,2025-07-27,6
4588,Machine Learning Engineer,DataSoft,Barranquilla,remoto,Senior,"Pandas, Tableau, Java, Excel, AWS",9438197.0,indefinido,2026-04-01,5
4589,Machine Learning Engineer,Globant,bogota,Presencial,Junior,"JavaScript, Power BI, Excel, AWS",2808092.0,indefinido,2024-06-13,1
4590,Analista de Datos,DataSoft,Bucaramanga,Remoto,Senior,"Pandas, Azure, TensorFlow, React, Docker, Python",8897996.0,indefinido,2025-10-13,5
4591,Frontend Developer,Accenture,Cali,Presencial,Semi-Senior,"Power BI, Node.js",4899792.0,Contrato,2026-03-02,8
4592,Analista de Datos,Teleperformance,Medellín,Presencial,Semi-Senior,"Tableau, Excel, Docker, JavaScript, SQL, Python",5875326.0,Contrato,2025-10-06,10
4593,Analista de Datos,Mercado Libre,medellin,Presencial,semi senior,"R, Docker",6168756.0,indefinido,2025-07-23,6
4594,Backend Developer,Mercado Libre,bogota,Híbrido,Senior,"JavaScript, Java, Pandas, R, Excel",8423607.0,Temporal,2025-05-04,9
4595,Data Analyst,TechNova,Cali,Remoto,Senior,"Tableau, Pandas, Azure, Excel, React, Node.js",8464635.0,Temporal,2026-04-10,10
4596,Frontend Developer,DataSoft,Cartagena,Híbrido,Junior,"Excel, Power BI, R, SQL, Pandas",4160293.0,Indefinido,2024-09-13,5
4597,Ingeniero de Datos,Bancolombia,Bucaramanga,Híbrido,Senior,"AWS, SQL, Java, Azure, JavaScript, R",9896836.0,Indefinido,2025-12-04,4
4598,Data Analyst,Mercado Libre,Medellín,Híbrido,Junior,"Azure, SQL, Java, Python",2768629.0,Indefinido,2026-02-01,5
4599,BI Analyst,TechNova,bogota,Hibrido,junior,"Excel, SQL, JavaScript, Java",3502457.0,Indefinido,2024-08-16,6
4600,Backend Developer,Accenture,Bogotá,Presencial,Senior,"Excel, TensorFlow, Docker, Tableau, Azure, Python",8971248.0,indefinido,2026-03-27,8
4601,Backend Developer,Davivienda,Remoto,Hibrido,junior,"React, Docker, TensorFlow, Node.js, Tableau",3183640.0,Contrato,2025-10-28,5
4602,Ingeniero de Datos,CodeLab,Cartagena,Hibrido,Junior,"Python, Azure, Tableau, TensorFlow",,indefinido,2025-01-20,7
4603,Ingeniero de Datos,Claro,Bogotá,Remoto,junior,"TensorFlow, Power BI, Java, AWS, React",3657561.0,Contrato,2024-07-31,2
4604,Analista de Datos,TechNova,Cali,Híbrido,Junior,"Tableau, R, Python, Pandas",2144036.0,Indefinido,2024-09-17,2
4605,Backend Developer,Bancolombia,Bucaramanga,Hibrido,Junior,"Azure, AWS, Python, TensorFlow, JavaScript",3297017.0,Temporal,2026-05-03,4
4606,Ingeniero de Datos,Mercado Libre,Remoto,remoto,Semi-Senior,"SQL, AWS, JavaScript, Java, TensorFlow, Docker",6540019.0,indefinido,2025-06-07,8
4607,Data Scientist,Teleperformance,medellin,Hibrido,Senior,"React, Tableau, Python, Azure, SQL",8169349.0,Freelance,2024-10-21,2
4608,Data Analyst,Rappi,bogota,Remoto,Junior,"Node.js, Tableau, Excel, Java, React",2785503.0,Freelance,2025-10-08,6
4609,Frontend Developer,Accenture,Cali,Presencial,semi senior,"Power BI, JavaScript, Excel",4222641.0,Freelance,2025-08-26,9
4610,Frontend Developer,IBM,Medellín,Presencial,semi senior,"TensorFlow, Power BI, Docker, React",5723217.0,Contrato,2024-07-04,9
4611,Data Analyst,Davivienda,bogota,Remoto,junior,"Node.js, Pandas",2137283.0,Indefinido,2025-05-05,8
4612,BI Analyst,InnovaTech,Cartagena,Hibrido,semi senior,"JavaScript, Python, Azure, Excel",5378232.0,indefinido,2024-09-06,5
4613,Ingeniero de Datos,Accenture,Remoto,Remoto,Semi-Senior,"Tableau, React, Java",4883117.0,Freelance,2024-08-31,5
4614,Ingeniero de Datos,Mercado Libre,medellin,Híbrido,semi senior,"SQL, Docker, Node.js, AWS, Azure",4191180.0,Contrato,2025-08-10,8
4615,Machine Learning Engineer,DataSoft,Cartagena,Presencial,Semi-Senior,"Tableau, JavaScript, React, Power BI, Docker",5802086.0,Temporal,2026-01-16,8
4616,Data Scientist,TechNova,medellin,Hibrido,Semi-Senior,"Pandas, Docker, Azure",4933718.0,Indefinido,2025-08-10,6
4617,Full Stack Developer,TechNova,Bucaramanga,Presencial,junior,"SQL, Azure, Java, R",4297934.0,Contrato,2025-05-03,10
4618,Software Developer,CodeLab,Bogotá,remoto,junior,"TensorFlow, Tableau",3909458.0,Contrato,2025-08-19,1
4619,Data Scientist,IBM,Barranquilla,Remoto,Senior,"R, Java, Python, AWS",8378110.0,Freelance,2025-09-08,2
4620,Backend Developer,Teleperformance,medellin,Presencial,Semi-Senior,"React, Excel, SQL, Pandas",4324042.0,Contrato,2024-09-09,8
4621,Backend Developer,Davivienda,Medellín,remoto,Semi-Senior,"R, Docker, AWS, Pandas",4708302.0,Contrato,2025-05-08,5
4622,Backend Developer,CodeLab,Cartagena,Híbrido,semi senior,"Excel, Pandas, Power BI, JavaScript",4547410.0,Contrato,2024-07-22,5
4623,Backend Developer,Bancolombia,Bogotá,Presencial,Semi-Senior,"AWS, Excel, Python",4449395.0,Indefinido,2026-01-16,1
4624,Backend Developer,DataSoft,Bogotá,Remoto,junior,"Power BI, Python, Tableau, Excel, Docker, R",2735783.0,Freelance,2025-10-13,9
4625,Data Analyst,Globant,Barranquilla,Híbrido,junior,"Power BI, Tableau, Java, Azure, Excel, R",3157719.0,Indefinido,2025-10-27,10
4626,Ingeniero de Datos,DataSoft,Bucaramanga,Remoto,Senior,"Java, AWS, Excel, Python, R, TensorFlow",9959932.0,Contrato,2026-04-27,10
4627,Analista de Datos,Claro,medellin,Presencial,junior,"Pandas, TensorFlow",3565520.0,Freelance,2025-07-13,6
4628,Data Analyst,CodeLab,Bogotá,Híbrido,Semi-Senior,"React, JavaScript, SQL, AWS",6248010.0,Indefinido,2025-11-19,9
4629,Backend Developer,Rappi,Cali,Remoto,semi senior,"TensorFlow, Python, JavaScript, Azure, Power BI",5292017.0,Freelance,2025-03-02,2
4630,Data Analyst,Davivienda,medellin,remoto,junior,"Power BI, Tableau, React, Excel, AWS, Docker",3541888.0,Freelance,2024-09-18,4
4631,Data Analyst,IBM,Bogotá,Presencial,Junior,"JavaScript, Excel, Azure",3841599.0,Temporal,2024-09-11,2
4632,Full Stack Developer,Teleperformance,Bucaramanga,Hibrido,Junior,"Excel, Docker, Azure, Node.js, Tableau",2222019.0,indefinido,2025-06-17,4
4633,Data Analyst,Mercado Libre,bogota,remoto,junior,"Excel, Node.js, TensorFlow, Power BI",2171852.0,Contrato,2026-03-15,9
4634,Frontend Developer,Globant,Bucaramanga,Híbrido,junior,"AWS, Node.js, Python, SQL, TensorFlow, Pandas",3565317.0,indefinido,2026-03-17,3
4635,BI Analyst,IBM,Bucaramanga,Remoto,Semi-Senior,"Docker, Excel, Azure, Java",4479001.0,Freelance,2025-04-04,5
4636,Full Stack Developer,Claro,Remoto,Hibrido,semi senior,"Pandas, Java, Docker, Excel, JavaScript",4484494.0,Freelance,2026-02-21,7
4637,Backend Developer,Accenture,Medellín,remoto,Junior,"Docker, TensorFlow",2693731.0,Freelance,2026-05-07,6
4638,Data Analyst,Bancolombia,Medellín,Presencial,Senior,"Java, Docker, Pandas, React, TensorFlow, Tableau",10216826.0,Contrato,2024-09-28,2
4639,Ingeniero de Datos,Mercado Libre,Bogotá,Híbrido,junior,"JavaScript, Tableau",2460187.0,indefinido,2024-10-20,7
4640,Data Analyst,CodeLab,Cartagena,Híbrido,Senior,"React, TensorFlow",7896143.0,Contrato,2026-02-02,8
4641,Analista de Datos,Accenture,Cali,Híbrido,Junior,"Tableau, Python, R, Azure, Java",2244771.0,Contrato,2024-07-08,3
4642,Data Analyst,Sura,medellin,Presencial,Senior,"AWS, R, Docker, Power BI",8820332.0,Indefinido,2025-11-17,2
4643,Backend Developer,InnovaTech,Cali,remoto,semi senior,"R, AWS, Power BI, TensorFlow, Java",5355289.0,Contrato,2025-07-02,10
4644,Machine Learning Engineer,Davivienda,Medellín,Híbrido,Junior,"Azure, Tableau",3108923.0,Freelance,2024-11-14,10
4645,Ingeniero de Datos,Teleperformance,Cartagena,Híbrido,Semi-Senior,"AWS, React, SQL",6120908.0,Temporal,2025-04-18,3
4646,Machine Learning Engineer,IBM,Bucaramanga,remoto,semi senior,"Java, Node.js, JavaScript, SQL",4460673.0,Contrato,2026-03-15,2
4647,Machine Learning Engineer,InnovaTech,medellin,Híbrido,junior,"Excel, Docker, Pandas, JavaScript, R",3517534.0,Contrato,2026-04-21,7
4648,Frontend Developer,DataSoft,Barranquilla,remoto,Junior,"Java, Docker, Pandas, JavaScript, Python, Node.js",2211362.0,indefinido,2026-01-27,4
4649,Software Developer,Bancolombia,Remoto,remoto,junior,"R, Azure",3139527.0,indefinido,2024-11-06,7
4650,BI Analyst,Teleperformance,Bucaramanga,remoto,junior,"Node.js, Python",3836503.0,Freelance,2026-02-24,4
4651,Analista de Datos,Globant,Barranquilla,remoto,Junior,"AWS, Excel, Tableau",,Indefinido,2025-09-27,5
4652,Data Scientist,Sura,Cali,Remoto,junior,"Excel, Node.js, Python, Java, TensorFlow, Tableau",2273288.0,Temporal,2025-11-06,8
4653,Frontend Developer,Teleperformance,Cali,Híbrido,Senior,"Tableau, Azure, React",10162854.0,Contrato,2025-07-22,9
4654,Software Developer,Rappi,Barranquilla,remoto,semi senior,"R, JavaScript, Excel, Tableau, Power BI, AWS",6209409.0,indefinido,2025-05-04,9
4655,Machine Learning Engineer,Mercado Libre,Bucaramanga,Hibrido,Semi-Senior,"Python, Pandas, Tableau, Excel",6188007.0,indefinido,2026-01-09,2
4656,Machine Learning Engineer,Claro,Bogotá,Presencial,junior,"Python, React, AWS, Node.js, Docker, Azure",3559814.0,Indefinido,2025-10-09,10
4657,Full Stack Developer,Davivienda,Cali,Híbrido,Semi-Senior,"Tableau, Excel, JavaScript",6039122.0,Contrato,2024-08-23,6
4658,Backend Developer,Bancolombia,Cali,Remoto,semi senior,"Tableau, Java, AWS, Excel, Docker",4575292.0,Freelance,2025-05-09,6
4659,Ingeniero de Datos,Teleperformance,Barranquilla,Híbrido,Semi-Senior,"AWS, SQL",6633647.0,indefinido,2024-11-16,8
4660,Ingeniero de Datos,Davivienda,Medellín,remoto,Senior,"TensorFlow, Pandas",10178525.0,Indefinido,2025-07-05,9
4661,Data Scientist,Rappi,Barranquilla,Hibrido,junior,"Azure, React, AWS, R",3710217.0,Contrato,2025-12-23,7
4662,Software Developer,Accenture,Remoto,Presencial,Junior,"Azure, Tableau, R, Excel",3700741.0,Contrato,2026-04-09,2
4663,Data Analyst,IBM,Cali,Híbrido,Junior,"Docker, Excel, Pandas",2289073.0,indefinido,2025-06-12,2
4664,Frontend Developer,Accenture,medellin,Presencial,semi senior,"JavaScript, Power BI, R, AWS, Python, Azure",4159281.0,Indefinido,2024-11-07,7
4665,Software Developer,CodeLab,Medellín,Hibrido,junior,"Pandas, Azure, R, AWS, React",2019707.0,Contrato,2024-08-14,7
4666,Backend Developer,Rappi,Remoto,Presencial,semi senior,"TensorFlow, Excel",6138401.0,Freelance,2024-10-06,10
4667,BI Analyst,TechNova,Bogotá,Presencial,semi senior,"Pandas, SQL, JavaScript, Java",4885610.0,Temporal,2024-06-15,5
4668,Backend Developer,Accenture,Barranquilla,Remoto,Semi-Senior,"Azure, Power BI",4471389.0,Contrato,2026-03-20,8
4669,Backend Developer,TechNova,Cartagena,Híbrido,junior,"Excel, Docker, Azure, SQL",2859165.0,Indefinido,2025-10-16,10
4670,Frontend Developer,Sura,bogota,Híbrido,junior,"SQL, Pandas, TensorFlow, Azure, React, Python",2905797.0,Indefinido,2025-06-01,8
4671,Frontend Developer,DataSoft,medellin,Presencial,Senior,"React, R, Node.js",8625963.0,Indefinido,2026-02-04,9
4672,Analista de Datos,Mercado Libre,Barranquilla,Presencial,Semi-Senior,"SQL, Python, JavaScript, R, Java",4876515.0,Contrato,2025-07-11,4
4673,Data Scientist,Teleperformance,Medellín,remoto,Senior,"TensorFlow, Tableau",10162460.0,Temporal,2024-08-01,4
4674,Full Stack Developer,InnovaTech,Barranquilla,Híbrido,Senior,"TensorFlow, R",7893078.0,indefinido,2024-09-01,3
4675,Backend Developer,Globant,Remoto,Hibrido,Senior,"AWS, Power BI, Node.js, React, Excel",9850053.0,Temporal,2025-11-06,10
4676,Data Analyst,Bancolombia,medellin,Presencial,semi senior,"R, AWS, Node.js, TensorFlow",4627679.0,Freelance,2024-06-02,8
4677,Machine Learning Engineer,Mercado Libre,Remoto,Híbrido,Junior,"React, Pandas, SQL, Docker, Azure",2859401.0,Freelance,2024-07-05,5
4678,Analista de Datos,Rappi,Remoto,Presencial,semi senior,"Docker, JavaScript",5785681.0,Indefinido,2025-01-19,4
4679,Full Stack Developer,InnovaTech,Remoto,Remoto,Semi-Senior,"SQL, AWS, Java, Power BI, Tableau",6360046.0,Contrato,2024-11-07,2
4680,Data Analyst,IBM,Barranquilla,remoto,junior,"JavaScript, Java, Azure, Tableau",3619231.0,Contrato,2025-10-17,2
4681,Analista de Datos,Rappi,Medellín,Híbrido,Semi-Senior,"Tableau, Python, Power BI, React",5226921.0,Indefinido,2025-03-15,8
4682,Software Developer,CodeLab,bogota,Híbrido,semi senior,"JavaScript, Azure, Python, Pandas, TensorFlow, Power BI",5349317.0,indefinido,2024-10-30,7
4683,Machine Learning Engineer,Accenture,Cali,Hibrido,junior,"JavaScript, SQL",1868207.0,Temporal,2024-10-20,2
4684,BI Analyst,Claro,bogota,Presencial,semi senior,"Pandas, Power BI",6231351.0,indefinido,2026-03-03,7
4685,Backend Developer,TechNova,Bucaramanga,Presencial,Senior,"Python, AWS, SQL, React",8688698.0,Temporal,2024-06-06,2
4686,Data Scientist,Accenture,Medellín,Presencial,junior,"AWS, Python, JavaScript, Power BI",4008578.0,Temporal,2025-02-18,9
4687,Full Stack Developer,Davivienda,bogota,remoto,Senior,"Azure, Tableau, Excel, Power BI, Docker, R",,indefinido,2024-09-05,1
4688,Software Developer,Davivienda,Remoto,Híbrido,semi senior,"Excel, R, Pandas, Python",6031946.0,Contrato,2025-04-26,1
4689,Backend Developer,Rappi,Medellín,Híbrido,Semi-Senior,"Excel, Node.js, AWS, Azure",6043967.0,Temporal,2025-05-17,10
4690,Machine Learning Engineer,DataSoft,Bucaramanga,Hibrido,semi senior,"Node.js, Java, JavaScript, Azure, R",4345726.0,indefinido,2024-11-16,2
4691,Ingeniero de Datos,DataSoft,Cali,Híbrido,semi senior,"Power BI, Java, Node.js, R, AWS",5941008.0,Freelance,2025-02-01,5
